Date,Close,High,Low,Open,Volume,Stock,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2025-12-01,3133.39990234375,3154.0,3122.199951171875,3137.89990234375,1747647.0,TCS.NS,,,,,,,,,,
2025-12-02,3135.699951171875,3144.0,3120.39990234375,3131.0,2512003.0,TCS.NS,,,,,,,,,,
2025-12-03,3180.0,3211.89990234375,3139.0,3140.0,3952112.0,TCS.NS,,,,,,,,,,
2025-12-04,3229.199951171875,3250.0,3187.39990234375,3194.0,5025905.0,TCS.NS,,,,,,,,,,
2025-12-05,3238.199951171875,3271.60009765625,3222.39990234375,3230.0,5244013.0,TCS.NS,,,,,,,,,,
2025-12-08,3236.5,3259.89990234375,3208.60009765625,3243.0,2544725.0,TCS.NS,,,,,,,,,,
2025-12-09,3208.300048828125,3233.699951171875,3181.199951171875,3230.0,2734893.0,TCS.NS,,,,,,,,,,
2025-12-10,3189.199951171875,3225.0,3178.10009765625,3225.0,1386849.0,TCS.NS,,,,,,,,,,
2025-12-11,3191.89990234375,3208.39990234375,3153.10009765625,3205.0,1914362.0,TCS.NS,,,,,,,,,,
2025-12-12,3220.5,3223.0,3185.699951171875,3197.699951171875,1146554.0,TCS.NS,,,,,,,,,,
2025-12-15,3230.199951171875,3238.199951171875,3197.300048828125,3211.10009765625,1562190.0,TCS.NS,,,,,,,,,,
2025-12-16,3205.10009765625,3220.0,3191.10009765625,3220.0,1734623.0,TCS.NS,,,,,,,,,,
2025-12-17,3217.800048828125,3236.89990234375,3200.5,3200.5,1376350.0,TCS.NS,,,,,,,,,,
2025-12-18,3280.800048828125,3287.800048828125,3221.0,3228.0,2307422.0,TCS.NS,,,,,,,,,,
2025-12-19,3282.0,3317.89990234375,3278.800048828125,3299.0,3902511.0,TCS.NS,,,,,,,,,,
2025-12-22,3324.89990234375,3328.60009765625,3291.0,3310.0,2632816.0,TCS.NS,,,,,,,,,,
2025-12-23,3310.0,3319.89990234375,3293.5,3319.89990234375,2365420.0,TCS.NS,,,,,,,,,,
2025-12-24,3319.0,3327.10009765625,3296.10009765625,3304.10009765625,1367708.0,TCS.NS,,,,,,,,,,
2025-12-25,3319.0,3319.0,3319.0,3319.0,0.0,TCS.NS,,,,,,,,,,
2025-12-26,3280.0,3320.0,3271.800048828125,3313.10009765625,1176664.0,TCS.NS,,,,,,,,,,
2025-12-29,3251.5,3288.0,3242.89990234375,3280.0,2079473.0,TCS.NS,,,,,,,,,,
2025-12-30,3246.800048828125,3267.5,3239.5,3250.0,2807593.0,TCS.NS,,,,,,,,,,
2025-12-31,3206.199951171875,3246.0,3198.5,3240.0,3362634.0,TCS.NS,,,,,,,,,,
2026-01-01,3227.39990234375,3234.10009765625,3198.199951171875,3215.0,1255735.0,TCS.NS,,,,,,,,,,
2026-01-02,3250.699951171875,3254.300048828125,3219.5,3234.0,1184324.0,TCS.NS,,,,,,,,,,
2026-01-05,3216.10009765625,3247.0,3191.0,3240.5,2341703.0,TCS.NS,,,,,,,,,,
2026-01-06,3255.800048828125,3263.199951171875,3205.0,3210.0,2912325.0,TCS.NS,,,,,,,,,,
2026-01-07,3295.60009765625,3300.60009765625,3223.199951171875,3242.89990234375,1989442.0,TCS.NS,,,,,,,,,,
2026-01-08,3203.89990234375,3286.89990234375,3182.0,3286.89990234375,4159336.0,TCS.NS,,,,,,,,,,
2026-01-09,3207.800048828125,3229.699951171875,3191.0,3191.0,1938673.0,TCS.NS,,,,,,,,,,
2025-12-01,,,,,,INFY.NS,1564.0,1574.0,1556.0,1562.5,5341800.0,,,,,
2025-12-02,,,,,,INFY.NS,1561.0,1579.9000244140625,1556.0999755859375,1567.0,6335969.0,,,,,
2025-12-03,,,,,,INFY.NS,1578.699951171875,1586.0,1554.0999755859375,1555.0999755859375,12895312.0,,,,,
2025-12-04,,,,,,INFY.NS,1597.5999755859375,1599.0,1568.0,1568.0,12609619.0,,,,,
2025-12-05,,,,,,INFY.NS,1616.199951171875,1631.800048828125,1600.0,1610.0,10344725.0,,,,,
2025-12-08,,,,,,INFY.NS,1610.800048828125,1630.0,1600.199951171875,1617.0999755859375,7550413.0,,,,,
2025-12-09,,,,,,INFY.NS,1599.0,1606.9000244140625,1582.4000244140625,1601.199951171875,6957599.0,,,,,
2025-12-10,,,,,,INFY.NS,1584.800048828125,1608.0,1582.800048828125,1608.0,5116140.0,,,,,
2025-12-11,,,,,,INFY.NS,1598.0,1607.4000244140625,1580.5,1598.0,5159319.0,,,,,
2025-12-12,,,,,,INFY.NS,1598.199951171875,1601.800048828125,1582.5999755859375,1601.4000244140625,4633912.0,,,,,
2025-12-15,,,,,,INFY.NS,1606.800048828125,1610.800048828125,1585.0,1585.0,4190558.0,,,,,
2025-12-16,,,,,,INFY.NS,1592.9000244140625,1603.0,1585.5999755859375,1600.0,5499258.0,,,,,
2025-12-17,,,,,,INFY.NS,1602.0,1606.9000244140625,1586.0,1587.199951171875,4817628.0,,,,,
2025-12-18,,,,,,INFY.NS,1626.800048828125,1630.0,1606.699951171875,1610.5,6577293.0,,,,,
2025-12-19,,,,,,INFY.NS,1638.699951171875,1654.9000244140625,1629.800048828125,1650.0,13149023.0,,,,,
2025-12-22,,,,,,INFY.NS,1689.5999755859375,1693.199951171875,1664.0,1664.0,23098923.0,,,,,
2025-12-23,,,,,,INFY.NS,1668.300048828125,1679.0,1656.4000244140625,1679.0,6593060.0,,,,,
2025-12-24,,,,,,INFY.NS,1663.4000244140625,1667.5999755859375,1652.5,1661.0,4271167.0,,,,,
2025-12-25,,,,,,INFY.NS,1663.4000244140625,1663.4000244140625,1663.4000244140625,1663.4000244140625,0.0,,,,,
2025-12-26,,,,,,INFY.NS,1656.0999755859375,1668.800048828125,1651.699951171875,1663.4000244140625,2006491.0,,,,,
2025-12-29,,,,,,INFY.NS,1644.699951171875,1673.0999755859375,1637.0999755859375,1658.0,4062817.0,,,,,
2025-12-30,,,,,,INFY.NS,1621.5999755859375,1647.9000244140625,1616.800048828125,1647.0,9395937.0,,,,,
2025-12-31,,,,,,INFY.NS,1615.4000244140625,1628.5999755859375,1609.199951171875,1621.0,6538656.0,,,,,
2026-01-01,,,,,,INFY.NS,1629.800048828125,1639.5999755859375,1614.0999755859375,1615.4000244140625,3658165.0,,,,,
2026-01-02,,,,,,INFY.NS,1640.4000244140625,1643.5,1627.5,1635.9000244140625,2524526.0,,,,,
2026-01-05,,,,,,INFY.NS,1606.4000244140625,1637.0,1583.0999755859375,1637.0,5917885.0,,,,,
2026-01-06,,,,,,INFY.NS,1612.199951171875,1619.9000244140625,1599.0,1600.0999755859375,4466729.0,,,,,
2026-01-07,,,,,,INFY.NS,1639.0,1642.0,1615.0,1615.0,4508079.0,,,,,
2026-01-08,,,,,,INFY.NS,1613.300048828125,1644.300048828125,1608.5999755859375,1638.9000244140625,3942131.0,,,,,
2026-01-09,,,,,,INFY.NS,1614.0999755859375,1631.300048828125,1607.0,1610.0,6816681.0,,,,,
2025-12-01,,,,,,RELIANCE.NS,,,,,,1566.0999755859375,1577.5,1563.5999755859375,1575.0,8920233.0
2025-12-02,,,,,,RELIANCE.NS,,,,,,1546.300048828125,1567.5,1542.0,1561.0999755859375,11389150.0
2025-12-03,,,,,,RELIANCE.NS,,,,,,1538.800048828125,1552.4000244140625,1533.0,1545.199951171875,6090883.0
2025-12-04,,,,,,RELIANCE.NS,,,,,,1535.5999755859375,1560.5,1517.5999755859375,1536.0,11867930.0
2025-12-05,,,,,,RELIANCE.NS,,,,,,1540.5999755859375,1545.800048828125,1520.5999755859375,1530.4000244140625,10183266.0
2025-12-08,,,,,,RELIANCE.NS,,,,,,1543.0,1551.0,1535.0,1539.199951171875,11301491.0
2025-12-09,,,,,,RELIANCE.NS,,,,,,1529.4000244140625,1542.5,1520.0999755859375,1540.300048828125,11503971.0
2025-12-10,,,,,,RELIANCE.NS,,,,,,1536.9000244140625,1547.5,1531.4000244140625,1534.0,7991629.0
2025-12-11,,,,,,RELIANCE.NS,,,,,,1545.0,1550.0,1524.0,1536.9000244140625,4706197.0
2025-12-12,,,,,,RELIANCE.NS,,,,,,1556.5,1559.800048828125,1546.0999755859375,1550.800048828125,5106655.0
2025-12-15,,,,,,RELIANCE.NS,,,,,,1556.199951171875,1558.5999755859375,1546.5,1551.199951171875,5774543.0
2025-12-16,,,,,,RELIANCE.NS,,,,,,1542.300048828125,1551.699951171875,1538.800048828125,1545.0,11731856.0
2025-12-17,,,,,,RELIANCE.NS,,,,,,1544.4000244140625,1550.0,1539.300048828125,1550.0,7116649.0
2025-12-18,,,,,,RELIANCE.NS,,,,,,1544.4000244140625,1551.5,1535.199951171875,1535.199951171875,6580829.0
2025-12-19,,,,,,RELIANCE.NS,,,,,,1565.0999755859375,1574.199951171875,1551.0,1554.4000244140625,13937275.0
2025-12-22,,,,,,RELIANCE.NS,,,,,,1575.4000244140625,1577.5,1565.300048828125,1573.5,10184852.0
2025-12-23,,,,,,RELIANCE.NS,,,,,,1570.699951171875,1580.9000244140625,1568.0999755859375,1580.9000244140625,7506564.0
2025-12-24,,,,,,RELIANCE.NS,,,,,,1558.199951171875,1575.699951171875,1553.5999755859375,1572.699951171875,8815745.0
2025-12-25,,,,,,RELIANCE.NS,,,,,,1558.199951171875,1558.199951171875,1558.199951171875,1558.199951171875,0.0
2025-12-26,,,,,,RELIANCE.NS,,,,,,1559.199951171875,1561.0,1554.300048828125,1554.699951171875,2311495.0
2025-12-29,,,,,,RELIANCE.NS,,,,,,1545.5999755859375,1558.0999755859375,1543.5999755859375,1554.9000244140625,5972105.0
2025-12-30,,,,,,RELIANCE.NS,,,,,,1539.800048828125,1553.5999755859375,1537.800048828125,1547.0,8815884.0
2025-12-31,,,,,,RELIANCE.NS,,,,,,1570.4000244140625,1577.0,1541.0,1541.0,5771830.0
2026-01-01,,,,,,RELIANCE.NS,,,,,,1575.5999755859375,1592.5,1571.0999755859375,1573.699951171875,6408128.0
2026-01-02,,,,,,RELIANCE.NS,,,,,,1592.300048828125,1594.5999755859375,1578.199951171875,1580.0,6602230.0
2026-01-05,,,,,,RELIANCE.NS,,,,,,1578.0999755859375,1611.800048828125,1575.300048828125,1593.0,8704973.0
2026-01-06,,,,,,RELIANCE.NS,,,,,,1507.5999755859375,1569.0,1496.300048828125,1569.0,27417125.0
2026-01-07,,,,,,RELIANCE.NS,,,,,,1504.199951171875,1520.0,1498.0,1510.0,11199340.0
2026-01-08,,,,,,RELIANCE.NS,,,,,,1470.5999755859375,1503.9000244140625,1468.800048828125,1500.0,16518684.0
2026-01-09,,,,,,RELIANCE.NS,,,,,,1475.300048828125,1479.9000244140625,1465.0,1465.0,8335311.0
